Month_No^Month^Season^Weather^Multiplier
4^Cloudbreak^Season of the Mists^Psionic Storm^1.0
4^Cloudbreak^Season of the Mists^Shadowstorms^1.0
4^Cloudbreak^Season of the Mists^Chrono Fog^1.0
4^Cloudbreak^Season of the Mists^Volcanic Storm^1.0
4^Cloudbreak^Season of the Mists^Anti-Gravity Vortex^1.0
4^Cloudbreak^Season of the Mists^Necrotic Shroud^1.0
4^Cloudbreak^Season of the Mists^Glass Rain^1.0
4^Cloudbreak^Season of the Mists^Waterfall Shower^1.8
4^Cloudbreak^Season of the Mists^Cosmic Storm^1.0
4^Cloudbreak^Season of the Mists^Dimensional Scars^1.0
5^Winddance^Season of the Mists^The Calm^1.3
5^Winddance^Season of the Mists^Petrichor Rain^2.0
5^Winddance^Season of the Mists^Skyquakes^1.0
5^Winddance^Season of the Mists^Thunder Booms^1.0
5^Winddance^Season of the Mists^Living Cyclones^2.4
5^Winddance^Season of the Mists^Nanite Storm^1.0
5^Winddance^Season of the Mists^Elemental Bursts^1.0
5^Winddance^Season of the Mists^Ice Blossoms^0.2
5^Winddance^Season of the Mists^Moonbows^1.0
5^Winddance^Season of the Mists^Umbral Tempest^1.0
5^Winddance^Season of the Mists^Flat Rain^1.5
5^Winddance^Season of the Mists^Psionic Storm^1.0
5^Winddance^Season of the Mists^Shadowstorms^1.0
5^Winddance^Season of the Mists^Chrono Fog^1.0
5^Winddance^Season of the Mists^Volcanic Storm^0.8
5^Winddance^Season of the Mists^Anti-Gravity Vortex^1.0
5^Winddance^Season of the Mists^Necrotic Shroud^1.0
5^Winddance^Season of the Mists^Glass Rain^1.0
5^Winddance^Season of the Mists^Waterfall Shower^1.0
5^Winddance^Season of the Mists^Cosmic Storm^1.0
5^Winddance^Season of the Mists^Dimensional Scars^1.0
6^Firethorn^Season of the Embers^The Calm^1.8
6^Firethorn^Season of the Embers^Petrichor Rain^0.7
6^Firethorn^Season of the Embers^Skyquakes^1.0
6^Firethorn^Season of the Embers^Thunder Booms^2.0
6^Firethorn^Season of the Embers^Living Cyclones^1.0
6^Firethorn^Season of the Embers^Nanite Storm^1.0
6^Firethorn^Season of the Embers^Elemental Bursts^1.8
6^Firethorn^Season of the Embers^Ice Blossoms^0.1
6^Firethorn^Season of the Embers^Moonbows^1.0
6^Firethorn^Season of the Embers^Umbral Tempest^1.0
6^Firethorn^Season of the Embers^Flat Rain^1.0
6^Firethorn^Season of the Embers^Psionic Storm^1.0
6^Firethorn^Season of the Embers^Shadowstorms^1.0
6^Firethorn^Season of the Embers^Chrono Fog^1.0
6^Firethorn^Season of the Embers^Volcanic Storm^1.6
6^Firethorn^Season of the Embers^Anti-Gravity Vortex^1.0
6^Firethorn^Season of the Embers^Necrotic Shroud^1.0
6^Firethorn^Season of the Embers^Glass Rain^1.0
6^Firethorn^Season of the Embers^Waterfall Shower^1.0
6^Firethorn^Season of the Embers^Cosmic Storm^1.0
6^Firethorn^Season of the Embers^Dimensional Scars^1.0
7^Sunspark^Season of the Embers^The Calm^1.4
7^Sunspark^Season of the Embers^Petrichor Rain^1.0
7^Sunspark^Season of the Embers^Skyquakes^1.0
7^Sunspark^Season of the Embers^Thunder Booms^2.4
7^Sunspark^Season of the Embers^Living Cyclones^1.0
7^Sunspark^Season of the Embers^Nanite Storm^2.2
7^Sunspark^Season of the Embers^Elemental Bursts^2.0
7^Sunspark^Season of the Embers^Ice Blossoms^0.1
7^Sunspark^Season of the Embers^Moonbows^1.0
7^Sunspark^Season of the Embers^Umbral Tempest^1.0
7^Sunspark^Season of the Embers^Flat Rain^1.0
7^Sunspark^Season of the Embers^Psionic Storm^1.0
7^Sunspark^Season of the Embers^Shadowstorms^1.0
7^Sunspark^Season of the Embers^Chrono Fog^1.0
7^Sunspark^Season of the Embers^Volcanic Storm^1.8
7^Sunspark^Season of the Embers^Anti-Gravity Vortex^1.0
7^Sunspark^Season of the Embers^Necrotic Shroud^1.0
7^Sunspark^Season of the Embers^Glass Rain^1.0
7^Sunspark^Season of the Embers^Waterfall Shower^1.0
7^Sunspark^Season of the Embers^Cosmic Storm^1.0
7^Sunspark^Season of the Embers^Dimensional Scars^1.0
8^Starfall^Season of the Embers^The Calm^1.5
8^Starfall^Season of the Embers^Petrichor Rain^1.0
8^Starfall^Season of the Embers^Skyquakes^1.0
8^Starfall^Season of the Embers^Thunder Booms^1.5
8^Starfall^Season of the Embers^Living Cyclones^1.0
8^Starfall^Season of the Embers^Nanite Storm^1.0
8^Starfall^Season of the Embers^Elemental Bursts^1.0
8^Starfall^Season of the Embers^Ice Blossoms^0.2
8^Starfall^Season of the Embers^Moonbows^3.5
8^Starfall^Season of the Embers^Umbral Tempest^1.0
8^Starfall^Season of the Embers^Flat Rain^1.0
8^Starfall^Season of the Embers^Psionic Storm^1.0
8^Starfall^Season of the Embers^Shadowstorms^1.0
8^Starfall^Season of the Embers^Chrono Fog^1.0
8^Starfall^Season of the Embers^Volcanic Storm^1.0
8^Starfall^Season of the Embers^Anti-Gravity Vortex^1.4
8^Starfall^Season of the Embers^Necrotic Shroud^1.0
8^Starfall^Season of the Embers^Glass Rain^1.0
8^Starfall^Season of the Embers^Waterfall Shower^1.0
8^Starfall^Season of the Embers^Cosmic Storm^1.6
8^Starfall^Season of the Embers^Dimensional Scars^1.0
9^Emberfall^Season of the Gloom^The Calm^1.2
9^Emberfall^Season of the Gloom^Petrichor Rain^1.4
9^Emberfall^Season of the Gloom^Skyquakes^1.0
9^Emberfall^Season of the Gloom^Thunder Booms^1.0
9^Emberfall^Season of the Gloom^Living Cyclones^1.0
9^Emberfall^Season of the Gloom^Nanite Storm^1.0
9^Emberfall^Season of the Gloom^Elemental Bursts^1.0
9^Emberfall^Season of the Gloom^Ice Blossoms^0.4
9^Emberfall^Season of the Gloom^Moonbows^1.0
9^Emberfall^Season of the Gloom^Umbral Tempest^1.0
9^Emberfall^Season of the Gloom^Flat Rain^1.0
9^Emberfall^Season of the Gloom^Psionic Storm^1.0
9^Emberfall^Season of the Gloom^Shadowstorms^2.0
9^Emberfall^Season of the Gloom^Chrono Fog^1.0
9^Emberfall^Season of the Gloom^Volcanic Storm^1.0
9^Emberfall^Season of the Gloom^Anti-Gravity Vortex^1.0
9^Emberfall^Season of the Gloom^Necrotic Shroud^1.0
9^Emberfall^Season of the Gloom^Glass Rain^1.8
9^Emberfall^Season of the Gloom^Waterfall Shower^1.0
9^Emberfall^Season of the Gloom^Cosmic Storm^1.0
9^Emberfall^Season of the Gloom^Dimensional Scars^1.0
10^Leafwilt^Season of the Gloom^The Calm^0.7
10^Leafwilt^Season of the Gloom^Petrichor Rain^1.0
10^Leafwilt^Season of the Gloom^Skyquakes^1.0
10^Leafwilt^Season of the Gloom^Thunder Booms^1.0
10^Leafwilt^Season of the Gloom^Living Cyclones^1.0
10^Leafwilt^Season of the Gloom^Nanite Storm^1.0
10^Leafwilt^Season of the Gloom^Elemental Bursts^1.0
10^Leafwilt^Season of the Gloom^Ice Blossoms^1.0
10^Leafwilt^Season of the Gloom^Moonbows^1.0
10^Leafwilt^Season of the Gloom^Umbral Tempest^1.6
10^Leafwilt^Season of the Gloom^Flat Rain^1.0
10^Leafwilt^Season of the Gloom^Psionic Storm^1.0
10^Leafwilt^Season of the Gloom^Shadowstorms^2.4
10^Leafwilt^Season of the Gloom^Chrono Fog^1.0
10^Leafwilt^Season of the Gloom^Volcanic Storm^0.6
10^Leafwilt^Season of the Gloom^Anti-Gravity Vortex^1.0
10^Leafwilt^Season of the Gloom^Necrotic Shroud^3.2
10^Leafwilt^Season of the Gloom^Glass Rain^1.0
10^Leafwilt^Season of the Gloom^Waterfall Shower^1.0
10^Leafwilt^Season of the Gloom^Cosmic Storm^1.0
10^Leafwilt^Season of the Gloom^Dimensional Scars^1.0
11^Moonwhisper^Season of the Gloom^The Calm^0.8
11^Moonwhisper^Season of the Gloom^Petrichor Rain^1.0
11^Moonwhisper^Season of the Gloom^Skyquakes^1.0
11^Moonwhisper^Season of the Gloom^Thunder Booms^1.0
11^Moonwhisper^Season of the Gloom^Living Cyclones^1.0
11^Moonwhisper^Season of the Gloom^Nanite Storm^1.0
11^Moonwhisper^Season of the Gloom^Elemental Bursts^1.0
11^Moonwhisper^Season of the Gloom^Ice Blossoms^1.0
11^Moonwhisper^Season of the Gloom^Moonbows^1.8
11^Moonwhisper^Season of the Gloom^Umbral Tempest^1.0
11^Moonwhisper^Season of the Gloom^Flat Rain^1.0
11^Moonwhisper^Season of the Gloom^Psionic Storm^2.4
11^Moonwhisper^Season of the Gloom^Shadowstorms^1.0
11^Moonwhisper^Season of the Gloom^Chrono Fog^3.0
11^Moonwhisper^Season of the Gloom^Volcanic Storm^1.0
11^Moonwhisper^Season of the Gloom^Anti-Gravity Vortex^1.0
11^Moonwhisper^Season of the Gloom^Necrotic Shroud^1.0
11^Moonwhisper^Season of the Gloom^Glass Rain^1.0
11^Moonwhisper^Season of the Gloom^Waterfall Shower^1.0
11^Moonwhisper^Season of the Gloom^Cosmic Storm^1.5
11^Moonwhisper^Season of the Gloom^Dimensional Scars^1.8
12^Snowshimmer^Season of the Twilight^The Calm^0.8
12^Snowshimmer^Season of the Twilight^Petrichor Rain^1.0
12^Snowshimmer^Season of the Twilight^Skyquakes^1.0
12^Snowshimmer^Season of the Twilight^Thunder Booms^1.0
12^Snowshimmer^Season of the Twilight^Living Cyclones^0.4
12^Snowshimmer^Season of the Twilight^Nanite Storm^1.0
12^Snowshimmer^Season of the Twilight^Elemental Bursts^1.0
12^Snowshimmer^Season of the Twilight^Ice Blossoms^3.2
12^Snowshimmer^Season of the Twilight^Moonbows^1.0
12^Snowshimmer^Season of the Twilight^Umbral Tempest^2.2
12^Snowshimmer^Season of the Twilight^Flat Rain^1.0
12^Snowshimmer^Season of the Twilight^Psionic Storm^1.0
12^Snowshimmer^Season of the Twilight^Shadowstorms^1.0
12^Snowshimmer^Season of the Twilight^Chrono Fog^1.0
12^Snowshimmer^Season of the Twilight^Volcanic Storm^0.4
12^Snowshimmer^Season of the Twilight^Anti-Gravity Vortex^1.0
12^Snowshimmer^Season of the Twilight^Necrotic Shroud^1.3
12^Snowshimmer^Season of the Twilight^Glass Rain^1.0
12^Snowshimmer^Season of the Twilight^Waterfall Shower^1.0
12^Snowshimmer^Season of the Twilight^Cosmic Storm^1.0
12^Snowshimmer^Season of the Twilight^Dimensional Scars^1.0
