ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00002^Bettany Vance^Γυναίκα^Human^Druid^Circle of the Moon^10^6^Γιατρός ανακούφισης^Drifters^Frozen Edge^Last Hut (SET-057)^Ουδέτερη^16^88^Quarterstaff^+9^1d8+5 θλαστικό^Barkskin; Wind Wall; Goodberry; Entangle^-^φυλαχτό από πεσμένη ουράνια πέτρα; κουτί με λίπος από κάτι ανώνυμο; απλήρωτος λογαριασμός από τρεις πόλεις^Αρνείται να αφήσει πίσω ένα έλκηθρο, αν και έχει σαφώς τελειώσει.^Γίνεται πολύ ήσυχη και πολύ ευγενικη όταν θυμώνει, που είναι χειρότερο.
SL-00106^Iridia Meriden^Γυναίκα^Tiefling^Fighter^Eldritch Knight^9^5^Χειριστής θηρίων^Lifeweavers^Frozen Edge^Rime Station (SET-052)^Ουδέτερη^20^104^Lance (mounted)^+9^1d12+5 διατρητικό^-^-^δόρυ με αλλαγμένη αιχμή, δύο φορές; παλτό που δεν παγώνει ποτέ; σύμβολο ενός Circle που δεν συνεδριάζει πια^Καίει έναν χάρτη για ζέστη και τον θυμάται τέλεια μετά.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-00111^Thalai Vance^Γυναίκα^Goliath^Warlock^The Great Old One^12^8^Φρουρός του Reach^Drifters^Frozen Edge^First Hut (SET-059)^Ουδέτερη^16^131^Pact blade^+9^1d8+5 τέμνον^Summon Fiend; Shatter; Fear; Counterspell^-^σφραγίδα που ξανανοίγει μόνη της; 4 δόσεις anti-nanite serum; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Μετράει τις λέξεις της και ξοδεύει καμιά τριανταριά τη μέρα· για τα υπόλοιπα νεύει και χειρονομεί.
SL-00125^Ysolde Kettering^Γυναίκα^Half-Elf^Wizard^Order of Scribes^8^5^Περιπολητής περιμέτρου^Drifters^Frozen Edge^White Shelter (SET-050)^Ουδέτερη^12^62^Ray of Frost^+7^2d8 cold^Shield; Magic Missile; Mirror Image; Invisibility^-^μηχανισμός με τα τρία φεγγάρια; σχοινί παγωμένο σε μόνιμο κουλούρι; κλειδί χωρίς κλειδαριά^Ξεθάβει μια πόρτα που είναι θαμμένη από την τελευταία καταιγίδα.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-00131^Lorna Ashby^Γυναίκα^Human^Fighter^Eldritch Knight^8^4^Τοπογράφος shaft^Lifeweavers^Frozen Edge^Last Anchorage (SET-056)^Ουδέτερη^18^95^Lance (mounted)^+7^1d12+4 διατρητικό^-^-^χαρακωμένο greatsword; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Βραχνάδα από παλιό τραύμα στον λαιμό· κρατάει πάντα νερό κοντά.
SL-00132^Morg Hollis^Άνδρας^Half-Orc^Cleric^Grave Domain^10^6^Γιατρός πεδίου^Independent^Frozen Edge^Last Anchorage (SET-056)^Ουδέτερος^17^83^Warhammer^+9^1d8+5 θλαστικό^Spirit Guardians; Dispel Magic; Hold Person; Shield of Faith^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); δείγμα πάγου σε σφραγισμένο σωλήνα; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Μοιράζει καύσιμο μπροστά σας για να περάσει το μήνυμα ότι πρέπει να μείνετε.^Παρακούει με τρόπο που παράγει καλύτερες ερωτήσεις από αυτές που έγιναν.
SL-00146^Harbek Ivorel^Άνδρας^Dwarf^Fighter^-^1^1/8^Αρχάριος γιατρός^Drifters^Frozen Edge^White Shelter (SET-050)^Φιλικός^17^13^Longsword^+5^1d8+3 τέμνον^-^-^βαρίδια ρίψης; κουτί με λίπος από κάτι ανώνυμο; σύμβολο ενός Circle που δεν συνεδριάζει πια^Μοιράζει καύσιμο μπροστά σας για να περάσει το μήνυμα ότι πρέπει να μείνετε.^Χρησιμοποιεί αντανακλαστικά τη συνθηματική των εμπόρων και πρέπει να του ζητήσεις μετάφραση.
SL-00156^Rilla Yardley^Γυναίκα^Halfling^Druid^Circle of the Sea^6^4^Αναγνώστης άστρων^Lifeweavers^Frozen Edge^White Camp (SET-051)^Ουδέτερη^17^50^Starry Form (The Long Shot)^+7^1d8+4 radiant^Spike Growth; Healing Word; Pass Without Trace; Moonbeam^-^μενταγιόν Prism Arc; σχοινί παγωμένο σε μόνιμο κουλούρι; βιβλιάριο μερίδων με εγγραφές σε δύο χέρια^Μοιράζει καύσιμο μπροστά σας για να περάσει το μήνυμα ότι πρέπει να μείνετε.^Καθαρίζει τον λαιμό της πριν από κάθε άρνηση, που κάνει τις αρνήσεις ορατές από μακριά.
SL-00162^Hakka Vellacott^Γυναίκα^Goliath^Fighter^Battle Master^5^2^Λαθρέμπορος^Lifeweavers^Frozen Edge^White Camp (SET-051)^Ουδέτερη^19^60^Halberd^+7^1d10+4 τέμνον^-^-^σφυρίχτρα αξιωματικού σε φθαρμένο κορδόνι; σχοινί παγωμένο σε μόνιμο κουλούρι; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Κουβαλάει δύο σακίδια και δεν δίνει λόγο για το δεύτερο.^Δεν χρησιμοποιεί ποτέ ονόματα, μόνο «εσύ» και «αυτοί», ακόμα και για τους απόντες.
SL-00180^Thokk Rookhurst^Άνδρας^Half-Orc^Druid^Circle of the Sea^4^1^Παραγιός μάγειρα^Guardians^Frozen Edge^Rime Station (SET-052)^Εχθρικός^14^34^Quarterstaff^+5^1d8+3 θλαστικό^Goodberry; Entangle; Faerie Fire; Healing Word^-^μενταγιόν Prism Arc; 4 δόσεις anti-nanite serum; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Φτάνει στον καταυλισμό σας παγωμένος και ζητάει συγγνώμη για την ενόχληση.^Επαναλαμβάνει ως ερώτηση το τελευταίο που του είπαν, κερδίζοντας ένα δευτερόλεπτο σκέψης.
SL-00198^Brakka Brine^Γυναίκα^Orc^Wizard^School of Illusion^7^4^Φύλακας των τραγουδιών^Lifeweavers^Frozen Edge^Rime Camp (SET-053)^Ουδέτερη^13^59^Fire Bolt^+7^210 fire^Scorching Ray; Invisibility; Mirror Image; Detect Magic^-^μηχανισμός με τα τρία φεγγάρια; medkit τυλιγμένο για την παγωνιά; διαταγές που επέλεξε να μην ακολουθήσει^Μοιράζεται φωτιά με τρεις ανθρώπους που είναι ήδη νεκροί και δεν το έχουν μάθει.^Εκκωφαντική ένταση χωρίς ρύθμιση για εσωτερικό χώρο· αποκαλεί τους πάντες με τη δουλειά τους.
SL-00203^Kestrel Yarrow^Γυναίκα^Human^Wizard^School of Evocation^15^10^Σφραγιστής των scars^Lifeweavers^Frozen Edge^Last Hut (SET-057)^Ουδέτερη^15^143^Fire Bolt^+10^310 fire^Fireball; Web; Teleport; Wall of Force^-^μηχανισμός με τα τρία φεγγάρια; δείγμα πάγου σε σφραγισμένο σωλήνα; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Μοιράζεται φωτιά με τρεις ανθρώπους που είναι ήδη νεκροί και δεν το έχουν μάθει.^Έχει μάθει να χαμηλώνει τη φωνή της όταν λέει κάτι αληθινό.
SL-00210^Vesh Ingram^Άνδρας^Human^Artificer^-^1^1/8^Μαθητευόμενος εισπράκτορα^Independent^Frozen Edge^White Line (SET-058)^Εχθρικός^16^11^Eldritch Cannon^+5^2d8+3 τέμνον^Cure Wounds; Faerie Fire; Catapult; Absorb Elements^-^πρωτότυπο που δεν δούλεψε ποτέ; σχοινί παγωμένο σε μόνιμο κουλούρι; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Ξεπαγώνει μια κλειδαριά με τα ίδια του τα χέρια αντί να τη σπάσει.^Απαντάει «όχι» σε κάθε πρώτη ερώτηση αντανακλαστικά, και μετά το ξανασκέφτεται.
SL-00213^Halda Wardlow^Γυναίκα^Dwarf^Wizard^-^1^1/8^Οδηγός κάρου^Independent^Frozen Edge^Last Anchorage (SET-056)^Εχθρική^11^8^Ray of Frost^+5^1d8 cold^Detect Magic; Shield; Magic Missile; Grease^-^θήκη με 5 scrolls; βιβλίο καταγραφής παχών πάγου; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Παρακολουθεί μέτωπο καταιγίδας και το χρονομετράει με ένα κερί.^Μιλάει στο έδαφος αντί για τα πρόσωπα, και σηκώνει βλέμμα μόνο όταν απειληθεί.
SL-00214^Immeral Mossgrave^Άνδρας^Elf^Fighter^Eldritch Knight^10^5^Καπετάνιος route^Independent^Frozen Edge^Last Hut (SET-057)^Εχθρικός^18^120^Lance (mounted)^+9^1d12+5 διατρητικό^-^-^Guardian halberd; παλτό που δεν παγώνει ποτέ; πειθαρχική αναφορά, ανοιχτή ακόμα^Αρνείται να αφήσει πίσω ένα έλκηθρο, αν και έχει σαφώς τελειώσει.^Μιλάει αρκετά σιγά ώστε να σκύβει ο κόσμος, που είναι όλο το νόημα.
SL-00219^Aelar Farrow^Άνδρας^Elf^Fighter^Battle Master^14^8^Πιλότος καταιγίδων^Drifters^Frozen Edge^Break Shelter (SET-054)^Ουδέτερος^19^158^Greatsword^+10^2d6+5 τέμνον^-^-^Guardian lance; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Περιμένει σε ένα supply cache που έχει ήδη αδειάσει.^Βραχνάδα από παλιό τραύμα στον λαιμό· κρατάει πάντα νερό κοντά.
SL-00220^Tobin Lock^Άνδρας^Human^Fighter^-^2^1/4^Καμπανάρης^Drifters^Frozen Edge^White Line (SET-058)^Ουδέτερος^17^22^Longsword^+5^1d8+3 τέμνον^-^-^Guardian lance; σχοινί παγωμένο σε μόνιμο κουλούρι; shard με μήνυμα που δεν έχει παίξει ποτέ^Δίνει τα τελευταία του στεγνά γάντια σε έναν άγνωστο.^Μετράει με ρυθμό που ταιριάζει σε τραγούδι δουλειάς, χωρίς να το τραγουδάει ποτέ.
SL-00225^Vex Longstride^Άνδρας^Gnome^Paladin^-^1^1/8^Τραυματιοφορέας^Independent^Frozen Edge^White Line (SET-058)^Φιλικός^18^14^Warhammer (Divine Smite)^+5^1d8+3 + 2d8 radiant^Cure Wounds; Divine Favor; Bless; Compelled Duel^-^κατάλογος όσων έσωσε, πιο μικρός από τον άλλο κατάλογο; παλτό που δεν παγώνει ποτέ; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Ξεθάβει μια πόρτα που είναι θαμμένη από την τελευταία καταιγίδα.^Μιλάει για τον εαυτό του σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-00227^Dara Halloway^Γυναίκα^Elf^Rogue^Assassin^6^3^Γιατρός ανακούφισης^Lifeweavers^Frozen Edge^White Camp (SET-051)^Φιλική^15^50^Dagger (Sneak Attack)^+7^1d4+4 + 3d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; παλτό που δεν παγώνει ποτέ; απλήρωτος λογαριασμός από τρεις πόλεις^Βγαίνει στον πάγο με σκοινί που δεν το κρατάει κανείς από την άλλη άκρη.^Χρησιμοποιεί τις ίδιες τρεις βρισιές εναλλάξ και καμία άλλη.
SL-00239^Cinder-Frame Jorvik^Άνδρας^Awakened Construct^Bard^College of Lore^7^4^Ληστής^Lifeweavers^Frozen Edge^Rime Station (SET-052)^Φιλικός^16^56^Shortsword^+7^1d6+4 διατρητικό^Bane; Healing Word; Dissonant Whispers; Enhance Ability^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; κουτί με λίπος από κάτι ανώνυμο; λίστα routes που δεν υπάρχουν πια^Ξεθάβει μια πόρτα που είναι θαμμένη από την τελευταία καταιγίδα.^Χρησιμοποιεί ναυτικούς όρους στη στεριά και αρνείται να πει πού τους έμαθε.
SL-00241^Boddynock Jorvik^Άνδρας^Gnome^Bard^College of Valor^11^7^Αρχιτελώνης^Independent^Frozen Edge^Rime Camp (SET-053)^Φιλικός^17^106^Shortsword^+9^1d6+5 διατρητικό^Enhance Ability; Faerie Fire; Major Image; Healing Word^-^λαούτο με ασημένιες χορδές; δείγμα πάγου σε σφραγισμένο σωλήνα; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Σκάβει καταφύγιο μέσα σε χιονοστιβάδα με εξασκημένη ταχύτητα.^Σφυρίζει ελαφρά στα σίγμα από ένα δόντι που δεν αντικατέστησε ποτέ.
SL-00244^Maren Marsh^Γυναίκα^Human^Fighter^Battle Master^3^1/2^Αγγελιοφόρος μηνυμάτων^Lifeweavers^Frozen Edge^Last Hut (SET-057)^Εχθρική^19^35^Longsword^+5^1d8+3 τέμνον^-^-^κόρνα ρήγματος shield; βιβλίο καταγραφής παχών πάγου; debt-token από τους Lifeweavers^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-00245^Thessaly Vell^Γυναίκα^Elf^Rogue^Thief^14^8^Κύριος των συμβολαίων^Independent^Frozen Edge^White Shelter (SET-050)^Φιλική^16^116^Dagger (Sneak Attack)^+10^1d4+5 + 7d6 διατρητικό^-^-^κόφτης τζαμιού και ένα κουβάρι σύρμα; κουτί με λίπος από κάτι ανώνυμο; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Παρακολουθεί μέτωπο καταιγίδας και το χρονομετράει με ένα κερί.^Επίτηδες επίπεδη και χωρίς προφορά· η προφορά ξεφεύγει μόνο σε γνήσια έκπληξη.
SL-00264^Aukan Prendergast^Άνδρας^Goliath^Fighter^Champion^4^1^Λυχνοκόπος^Lifeweavers^Frozen Edge^Rime Station (SET-052)^Ουδέτερος^18^39^Greatsword^+5^2d6+3 τέμνον^-^-^δόρυ με αλλαγμένη αιχμή, δύο φορές; παλτό που δεν παγώνει ποτέ; γράμμα που δεν στάλθηκε ποτέ^Ξεθάβει μια πόρτα που είναι θαμμένη από την τελευταία καταιγίδα.^Χρησιμοποιεί τον τύπο ευγενείας με όλους, ακόμα και με παιδιά και ζώα.
SL-00274^Engong Underhill^Γυναίκα^Half-Orc^Paladin^Oath of the Ancients^19^13^Πρώτος των Awakened^Independent^Frozen Edge^White Shelter (SET-050)^Ουδέτερη^20^226^Longsword (Divine Smite)^+11^1d8+5 + 2d8 radiant^Circle of Power; Find Greater Steed; Zone of Truth; Destructive Wave^-^όρκος ξαναγραμμένος με το ίδιο της το χέρι; medkit τυλιγμένο για την παγωνιά; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Ανταλλάσσει δόσεις serum με καύσιμο σε τιμή που αυτήν καταστρέφει.^Γρήγορη, υπερδιεγερμένη ομιλία· διακόπτει τον εαυτό της με διορθώσεις και παρενθέσεις.
SL-00278^Dabbin Penhallow^Άνδρας^Gnome^Ranger^Beast Master^19^13^Πιλότος καταιγίδων^Lifeweavers^Frozen Edge^White Camp (SET-051)^Φιλικός^16^204^Longbow^+11^1d8+5 διατρητικό^Commune with Nature; Swift Quiver; Pass Without Trace; Dispel Magic^-^φαρέτρα με διπλό πάτο; παλτό που δεν παγώνει ποτέ; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Μοιράζει καύσιμο μπροστά σας για να περάσει το μήνυμα ότι πρέπει να μείνετε.^Μιλάει για τον εαυτό του σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-00288^Eldon Bellwether^Άνδρας^Halfling^Cleric^-^1^1/8^Σταβλίτης^Lifeweavers^Frozen Edge^Rime Station (SET-052)^Φιλικός^18^8^Warhammer^+5^1d8+3 θλαστικό^Healing Word; Cure Wounds; Shield of Faith; Bless^-^τελετουργικό δρεπάνι; 4 δόσεις anti-nanite serum; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Φτάνει στον καταυλισμό σας παγωμένος και ζητάει συγγνώμη για την ενόχληση.^Απαντάει με παροιμίες, τις μισές από τις οποίες επινοεί.
SL-00308^Edda Kettering^Γυναίκα^Human^Wizard^-^1^1/8^Μαθητευόμενος εισπράκτορα^Guardians^Frozen Edge^White Camp (SET-051)^Εχθρική^12^11^Fire Bolt^+5^110 fire^Magic Missile; Grease; Shield; Sleep^-^γυάλινη ράβδος που βουίζει κοντά σε shields; medkit τυλιγμένο για την παγωνιά; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Σκάβει καταφύγιο μέσα σε χιονοστιβάδα με εξασκημένη ταχύτητα.^Σωπαίνει τελείως όταν λέει ψέματα, που είναι κακή τακτική.
SL-00314^Thamior Yestermarch^Άνδρας^Elf^Fighter^Champion^3^1/2^Αρχάριος γιατρός^Lifeweavers^Frozen Edge^Rime Station (SET-052)^Ουδέτερος^19^33^Longbow^+5^1d8+3 διατρητικό^-^-^κόρνα ρήγματος shield; 4 δόσεις anti-nanite serum; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Μετράει απόθεμα serum που είναι λειψό και δεν λέει τίποτα.^Κλείνει κάθε πρόταση σαν να ζητάει άδεια.
SL-00322^Karash Kettering^Άνδρας^Half-Orc^Fighter^Eldritch Knight^15^9^Αρχηγός συντεχνίας^Independent^Frozen Edge^Last Hut (SET-057)^Ουδέτερος^19^183^Greatsword^+10^2d6+5 τέμνον^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; 4 δόσεις anti-nanite serum; γράμμα που δεν στάλθηκε ποτέ^Κουβαλάει δύο σακίδια και δεν δίνει λόγο για το δεύτερο.^Χρησιμοποιεί αντανακλαστικά τη συνθηματική των εμπόρων και πρέπει να του ζητήσεις μετάφραση.
SL-00324^Bharash Voss^Άνδρας^Dragonborn^Barbarian^Path of the Wild Heart^16^10^Πρεσβύτερος του δρόμου^Lifeweavers^Frozen Edge^White Camp (SET-051)^Φιλικός^16^207^Handaxe pair^+10^1d6+5 τέμνον^-^-^τσεκούρι με χαραγμένο όνομα στο στειλιάρι, όχι το δικό του; δείγμα πάγου σε σφραγισμένο σωλήνα; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Βγαίνει στον πάγο με σκοινί που δεν το κρατάει κανείς από την άλλη άκρη.^Απαντάει με παροιμίες, τις μισές από τις οποίες επινοεί.
SL-00327^Fitz Harrow^Άνδρας^Human^Warlock^The Fiend^15^10^Έφορος των routes^Independent^Frozen Edge^White Camp (SET-051)^Ουδέτερος^16^162^Pact blade^+10^1d8+5 τέμνον^Shatter; Darkness; Forcecage; Power Word Stun^-^περγαμηνή συμβολαίου με άθικτη σφραγίδα Lord; σχοινί παγωμένο σε μόνιμο κουλούρι; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Σημαδεύει ασφαλές πέρασμα με πασσάλους, και ξεμένει από πασσάλους.^Σωπαίνει τελείως όταν λέει ψέματα, που είναι κακή τακτική.
SL-00328^Ielenia Longstride^Γυναίκα^Elf^Ranger^Hunter^15^9^Πρώτος εκτελεστής^Drifters^Frozen Edge^White Camp (SET-051)^Ουδέτερη^16^163^Longbow^+10^1d8+5 διατρητικό^Dispel Magic; Lesser Restoration; Silence; Spike Growth^-^πυξίδα Drifter's Road; θερμόμετρο που δείχνει λάθος κατά γνωστή απόκλιση; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Δίνει τα τελευταία της στεγνά γάντια σε έναν άγνωστο.^Δεν μπορεί να ψιθυρίσει· ο ψίθυρός της ακούγεται πιο μακριά από την κανονική της φωνή.
SL-00329^Mizzet Cobble^Άνδρας^Gnome^Ranger^Hunter^10^5^Κούριερ αρχείου^Independent^Frozen Edge^First Hut (SET-059)^Ουδέτερος^15^92^Hand crossbow^+9^1d6+5 διατρητικό^Pass Without Trace; Cure Wounds; Goodberry; Summon Beast^-^σφυρίχτρα κουρδισμένη για ένα μόνο ζώο; 4 δόσεις anti-nanite serum; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Καίει έναν χάρτη για ζέστη και τον θυμάται τέλεια μετά.^Επαναλαμβάνει τους αριθμούς δύο φορές, συνήθεια από δουλειά που δεν κάνει πια.
