ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00010^Junia Drayton^Γυναίκα^Human^Artificer^Artillerist^3^1/2^Νυχτερινή σκοπιά^The Otherside^The Otherside^Bound House (SET-082)^Φιλική^16^29^Steel Defender + warhammer^+5^1d8+3 τέμνον^Absorb Elements; Faerie Fire; Cure Wounds; Catapult^-^ανταλλακτική κάννη Eldritch Cannon; χρέος γραμμένο με ξένο χέρι; Guardian dog-tag που δεν είναι δικό της^Μετράει πληρωμή σε νόμισμα που δεν κόβεται εδώ και δεκαετίες.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-00072^Wren Ashby^Γυναίκα^Human^Paladin^Oath of the Ancients^3^1/2^Υπάλληλος διοδίων^Independent^The Otherside^Bound House (SET-082)^Φιλική^17^33^Warhammer (Divine Smite)^+5^1d8+3 + 2d8 radiant^Shield of Faith; Compelled Duel; Bless; Divine Favor^-^ασπίδα με μισοσβησμένο οικόσημο; πρόσκληση χωρίς ημερομηνία; γραμμάτιο από faction που αρνείται ότι το εξέδωσε^Αρνείται να πει πού γεννήθηκε και απαντάει σε όλα τα άλλα ειλικρινά.^Σταματάει να μιλάει εντελώς όταν μπαίνει κάποιος άλλος και ξεκινάει πάλι όταν φύγει.
SL-00097^Needle Marsh^Γυναίκα^Awakened Construct^Warlock^-^2^1/4^Αγγελιοφόρος μηνυμάτων^The Otherside^The Otherside^Sealed Hold (SET-075)^Ουδέτερη^15^19^Eldritch Blast^+5^1 δέσμες, 1d10+3 force η καθεμία^Dissonant Whispers; Hex; Arms of Hadar; Armor of Agathys^-^καθρέφτης που πρέπει να μένει σκεπασμένος; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; απλήρωτος λογαριασμός από τρεις πόλεις^Ξεχωρίζει στάχτη σε τρεις σωρούς και αρνείται να πει για τι είναι ο τρίτος.^Παραλείπει τα άρθρα, δίνοντας σε κάθε πρόταση κοφτό, τηλεγραφικό σχήμα.
SL-00099^Glim Cain^Άνδρας^Gnome^Bard^College of Valor^10^6^Γιατρός ανακούφισης^The Otherside^The Otherside^Bound House (SET-082)^Ουδέτερος^14^84^Hand crossbow^+9^1d6+5 διατρητικό^Dissonant Whispers; Invisibility; Dispel Magic; Major Image^-^συστατική επιστολή για αυλή που έχει πέσει; στάχτη σε φιαλίδιο με πώμα; κλειδί χωρίς κλειδαριά^Τρίβει στάχτη από ένα κούφωμα με πραγματική βιασύνη.^Χρησιμοποιεί τον τύπο ευγενείας με όλους, ακόμα και με παιδιά και ζώα.
SL-00126^Fitz Varsk^Άνδρας^Human^Wizard^Order of Scribes^10^6^Κλεπταποδόχος^Independent^The Otherside^Sealed Hold (SET-075)^Ουδέτερος^12^75^Fire Bolt^+9^210 fire^Invisibility; Magic Missile; Fireball; Grease^-^τετράδιο αποτυχημένων πειραμάτων, με ευρετήριο; κερί που καίει χωρίς να κοντεύει; παιδικό γράμμα με παραλήπτη κάποιον του party^Ξεχωρίζει στάχτη σε τρεις σωρούς και αρνείται να πει για τι είναι ο τρίτος.^Μιλάει για τον εαυτό του σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-00135^Renk Halloway^Άνδρας^Half-Orc^Ranger^Fey Wanderer^11^6^Φύλακας του περάσματος^The Otherside^The Otherside^Bound House (SET-082)^Ουδέτερος^18^108^Shortsword pair^+9^1d6+5 διατρητικό^Lightning Arrow; Conjure Barrage; Pass Without Trace; Dispel Magic^-^παγίδες και σφυρίχτρα από κόκαλο; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; μια τούφα μαλλιά σε διπλωμένο χαρτί^Επιστρέφει κάτι που δεν ξέρατε ότι είχατε χάσει.^Φωνή πολύ μεγαλύτερη από το σώμα του, και το απολαμβάνει.
SL-00139^Tamsin Flint^Γυναίκα^Human^Ranger^Fey Wanderer^13^8^Πρώτος εκτελεστής^The Otherside^The Otherside^Third Reach (SET-080)^Ουδέτερη^18^134^Longbow^+10^1d8+5 διατρητικό^Lesser Restoration; Spike Growth; Lightning Arrow; Guardian of Nature^-^πυξίδα Drifter's Road; καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; απλήρωτος λογαριασμός από τρεις πόλεις^Ρωτάει για κάποιον του party σας με ένα παλιό όνομα.^Μιλάει δύο γλώσσες στην ίδια πρόταση και θεωρεί ότι παρακολουθείτε.
SL-00142^Gauge Ryke^Άνδρας^Awakened Construct^Ranger^Gloom Stalker^12^7^Φύλακας του αρχείου^The Otherside^The Otherside^Cinder Reach (SET-077)^Ουδέτερος^18^120^Shortsword pair^+9^1d6+5 διατρητικό^Conjure Barrage; Wind Wall; Pass Without Trace; Cure Wounds^-^σφυρίχτρα κουρδισμένη για ένα μόνο ζώο; χρέος γραμμένο με ξένο χέρι; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Καίει ένα συμβόλαιο και φαίνεται ευχαριστημένος.^Μιλάει για τον εαυτό του σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-00149^Aldric Ashby^Άνδρας^Human^Wizard^School of Divination^3^1/2^Νερουλάς^The Otherside^The Otherside^Third Reach (SET-080)^Φιλικός^12^22^Ray of Frost^+5^1d8 cold^Grease; Detect Magic; Shield; Sleep^-^κιμωλίες σε επτά χρώματα; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Κρατάει κατάστιχο χαρών με γραφικό χαρακτήρα που δεν είναι δικός του.^Χρησιμοποιεί λόγια γραμματική και χυδαίο λεξιλόγιο στην ίδια ανάσα.
SL-00159^Lyle Dane^Άνδρας^Halfling^Rogue^Soulknife^10^5^Καπετάνιος συνοδείας^The Otherside^The Otherside^Grey House (SET-076)^Φιλικός^15^80^Shortsword (Sneak Attack)^+9^1d6+5 + 5d6 διατρητικό^-^-^κόφτης τζαμιού και ένα κουβάρι σύρμα; χρέος γραμμένο με ξένο χέρι; λίστα routes που δεν υπάρχουν πια^Επιστρέφει κάτι που δεν ξέρατε ότι είχατε χάσει.^Η προφορά του βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-00164^Varis Karrow^Άνδρας^Elf^Ranger^Gloom Stalker^5^2^Ιχνηλάτης θηρίων^The Otherside^The Otherside^Third Reach (SET-080)^Εχθρικός^16^48^Shortsword pair^+7^1d6+4 διατρητικό^Hunter's Mark; Fog Cloud; Summon Beast; Goodberry^-^φαρέτρα με διπλό πάτο; στάχτη σε φιαλίδιο με πώμα; γράμμα που δεν στάλθηκε ποτέ^Αρνείται να πει πού γεννήθηκε και απαντάει σε όλα τα άλλα ειλικρινά.^Επαναλαμβάνει ως ερώτηση το τελευταίο που του είπαν, κερδίζοντας ένα δευτερόλεπτο σκέψης.
SL-00179^Yakka Oakhollow^Γυναίκα^Goliath^Cleric^Grave Domain^5^3^Μηχανικός τείχους^The Otherside^The Otherside^Sealed Hold (SET-075)^Ουδέτερη^17^51^Sacred Flame^+7^1d8+4 τέμνον^Silence; Lesser Restoration; Hold Person; Cure Wounds^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Εισπράττει ένα χρέος από κάποιον που δεν ήξερε ότι το χρωστούσε.^Αβίαστη και υπερβολικά ευγενικη· διατυπώνει κάθε απειλή ως ερώτηση.
SL-00182^Fourteen Umber^Άνδρας^Awakened Construct^Cleric^Light Domain^6^4^Ανασύρτης ναυαγίων^The Otherside^The Otherside^Owed Court (SET-078)^Εχθρικός^17^59^Warhammer^+7^1d8+4 θλαστικό^Shield of Faith; Hold Person; Guiding Bolt; Silence^-^warhammer με σφραγίδα Bastion; χρέος γραμμένο με ξένο χέρι; γράμμα που δεν στάλθηκε ποτέ^Στέκεται εντελώς ακίνητος καθώς κάτι μεγάλο περνάει πίσω του.^Χρησιμοποιεί ναυτικούς όρους στη στεριά και αρνείται να πει πού τους έμαθε.
SL-00185^Lorna Wrenfield^Γυναίκα^Human^Barbarian^Path of the Berserker^3^1/2^Περαματάρης^The Otherside^The Otherside^Sealed Hold (SET-075)^Ουδέτερη^15^31^Maul^+5^2d6+3 θλαστικό^-^-^επίδεσμοι γροθιάς σκληρυμένοι από παλιό αίμα; στάχτη σε φιαλίδιο με πώμα; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Προσφέρει φαγητό εντελώς συνηθισμένο και σας κοιτάει να αποφασίζετε.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-00186^Ruvik Dane^Άνδρας^Dwarf^Rogue^Assassin^10^5^Μηχανικός shield^The Otherside^The Otherside^Cinder Reach (SET-077)^Φιλικός^15^79^Dagger (Sneak Attack)^+9^1d4+5 + 5d6 διατρητικό^-^-^κόφτης τζαμιού και ένα κουβάρι σύρμα; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; βιβλιάριο μερίδων με εγγραφές σε δύο χέρια^Προσφέρει φαγητό εντελώς συνηθισμένο και σας κοιτάει να αποφασίζετε.^Λέει «σωστά» μετά από κάθε πρόταση, και δεν ακούει τον εαυτό του να το κάνει.
SL-00187^Gauge Southgate^Άνδρας^Awakened Construct^Bard^College of Glamour^13^9^Φρουρός του Reach^The Otherside^The Otherside^Third Reach (SET-080)^Εχθρικός^15^111^Shortsword^+10^1d6+5 διατρητικό^Dispel Magic; Fear; Major Image; Invisibility^-^λαούτο με ασημένιες χορδές; κερί που καίει χωρίς να κοντεύει; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Εισπράττει ένα χρέος από κάποιον που δεν ήξερε ότι το χρωστούσε.^Ρωτάει για την υγεία σου πριν το όνομά σου, κάθε φορά.
SL-00189^Bront Meriden^Άνδρας^Half-Orc^Barbarian^Path of the Zealot^4^1^Θελήματα^Independent^The Otherside^Third Reach (SET-080)^Φιλικός^14^43^Greatsword^+5^2d6+3 τέμνον^-^-^greataxe ορυχείου με λάμα φαγωμένη από μετάλλευμα; κερί που καίει χωρίς να κοντεύει; ένταλμα με τη δική του περιγραφή πάνω^Περιμένει σε σταυροδρόμι με τη λάμπα ήδη αναμμένη για εσάς.^Η προφορά του βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-00190^Sennet Emberly^Γυναίκα^Halfling^Bard^College of Lore^7^4^Μηχανικός τείχους^The Otherside^The Otherside^Bound House (SET-082)^Ουδέτερη^14^61^Rapier^+7^1d8+4 διατρητικό^Invisibility; Bane; Faerie Fire; Charm Person^-^βιβλίο με ονόματα που κανείς δεν θα τραγουδήσει; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; κονσέρβα με μια εξομολόγηση χαραγμένη μέσα^Κοιμάται σε καρέκλα με το πρόσωπο στην πόρτα, ντυμένη.^Επαναλαμβάνει ως ερώτηση το τελευταίο που της είπαν, κερδίζοντας ένα δευτερόλεπτο σκέψης.
SL-00204^Jessa Nightingale^Γυναίκα^Half-Elf^Ranger^-^2^1/4^Καθαριστής τείχους^The Otherside^The Otherside^Bound House (SET-082)^Εχθρική^14^17^Longbow^+5^1d8+3 διατρητικό^Ensnaring Strike; Hunter's Mark; Goodberry; Cure Wounds^-^χάρτης πηγών νερού, ενημερωμένος κάθε βδομάδα; κερί που καίει χωρίς να κοντεύει; απόδειξη θανάτου που δεν έχει συμβεί ακόμα^Στην άκρη του φωτός της φωτιάς, περιμένει πρόσκληση και δεν τη ζητάει ποτέ.^Σβήνει στο τέλος των προτάσεων και σας αφήνει να τις τελειώσετε.
SL-00218^Storri Quenby^Άνδρας^Dwarf^Warlock^The Celestial^7^4^Γιατρός ανακούφισης^The Otherside^The Otherside^Third Reach (SET-080)^Φιλικός^15^73^Pact blade^+7^1d8+4 τέμνον^Charm Person; Darkness; Dissonant Whispers; Arms of Hadar^-^σφραγίδα που ξανανοίγει μόνη της; καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; σφραγισμένο έγγραφο που ανοίγει μόνο στη Starfall 15^Ήδη καθισμένος στο τραπέζι σας όταν γυρίζετε, με ένα δεύτερο ποτό παραγγελμένο για εσάς.^Έχει μία ιστορία που τη λέει με κάθε ευκαιρία, και είναι διαφορετική ιστορία κάθε φορά.
SL-00226^Rennick Stell^Άνδρας^Human^Druid^Circle of the Sea^9^6^Κούριερ συμβολαίων^Drifters^The Otherside^Cinder Reach (SET-077)^Ουδέτερος^16^84^Produce Flame^+9^1d8+5 τέμνον^Wind Wall; Healing Word; Heat Metal; Pass Without Trace^-^κέρατο ελαφιού σκαλισμένο με σεληνιακό ημερολόγιο; κατάλογος χαρών που του οφείλονται; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Τρίβει στάχτη από ένα κούφωμα με πραγματική βιασύνη.^Κοφτές καταφάσεις· χρόνια φωνάζοντας πάνω από τον άνεμο άφησαν τη φωνή του μόνιμα βραχνή.
SL-00232^Grash Grimsby^Άνδρας^Orc^Rogue^Soulknife^7^3^Ιχνηλάτης θηρίων^The Otherside^The Otherside^Third Reach (SET-080)^Ουδέτερος^16^58^Dagger (Sneak Attack)^+7^1d4+4 + 4d6 διατρητικό^-^-^σετ έξι πανομοιότυπων κλειδιών, ένα από τα οποία δουλεύει; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; σελίδα σκισμένη από πολύ παλιότερο βιβλίο^Ρωτάει για κάποιον του party σας με ένα παλιό όνομα.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-00235^Kestrel Winterfall^Γυναίκα^Human^Sorcerer^Clockwork Sorcery^7^4^Αρχιτελώνης^The Otherside^The Otherside^Sealed Hold (SET-075)^Εχθρική^14^54^Chromatic Orb^+7^2d8 lightning^Shield; Burning Hands; Shatter; Scorching Ray^-^δαχτυλίδι που ζεσταίνεται όταν λέει ψέματα; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; λίστα routes που δεν υπάρχουν πια^Στέκεται πάνω από ένα πτώμα και προφανώς περιμένει να τελειώσει κάτι.^Προφέρει κάθε αρκανό όρο με οδυνηρή ακρίβεια και όλα τα υπόλοιπα πρόχειρα.
SL-00236^Lasha Oxley^Γυναίκα^Goliath^Fighter^Eldritch Knight^6^3^Κούριερ αρχείου^The Otherside^The Otherside^Third Reach (SET-080)^Φιλική^19^72^Greatsword^+7^2d6+4 τέμνον^-^-^βαρίδια ρίψης; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; Guardian dog-tag που δεν είναι δικό της^Προσφέρει φαγητό εντελώς συνηθισμένο και σας κοιτάει να αποφασίζετε.^Λέει «εμείς» για τις αποφάσεις και «εγώ» για τα λάθη.
SL-00242^Adria Ironmark^Γυναίκα^Human^Fighter^Psi Warrior^10^5^Μάγειρας μονοπατιού^The Otherside^The Otherside^Sealed Hold (SET-075)^Φιλική^19^115^Longbow^+9^1d8+5 διατρητικό^-^-^κόρνα ρήγματος shield; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Περιμένει σε σταυροδρόμι με τη λάμπα ήδη αναμμένη για εσάς.^Μιλάει για τον εαυτό της σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-00254^Ferris Kestrelmoor^Άνδρας^Human^Rogue^Soulknife^9^5^Λοχίας περιμέτρου^The Otherside^The Otherside^Third Reach (SET-080)^Εχθρικός^15^77^Shortsword (Sneak Attack)^+9^1d6+5 + 5d6 διατρητικό^-^-^μάσκα πιο πολύ μπαλωμένη παρά φορεμένη; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; απλήρωτος λογαριασμός από τρεις πόλεις^Σας παρουσιάζει συμβόλαιο που δεν έχετε συμφωνήσει, διπλωμένο στη γραμμή της υπογραφής.^Επαναλαμβάνει χαρούμενα κουτσομπολιά ως γεγονότα και διορθώνεται αργότερα, δημόσια.
SL-00255^Fenna Hollis^Γυναίκα^Human^Sorcerer^Draconic Sorcery^5^3^Ανιχνευτής^The Otherside^The Otherside^Cinder Reach (SET-077)^Φιλική^12^42^Chromatic Orb^+7^2d8 lightning^Shatter; Scorching Ray; Magic Missile; Absorb Elements^-^φιαλίδιο νερού καταιγίδας που δεν έχει κατακαθίσει; τρία σφραγισμένα συμβόλαια, ανοιχτά ποτέ; κλειδί χωρίς κλειδαριά^Στην άκρη του φωτός της φωτιάς, περιμένει πρόσκληση και δεν τη ζητάει ποτέ.^Απαγγέλλει τιμές, βάρη και αποστάσεις με απόλυτη ακρίβεια και ξεχνάει ονόματα ακαριαία.
SL-00268^Torv Fenwright^Άνδρας^Half-Orc^Rogue^Assassin^4^1^Βοσκόπουλο^The Otherside^The Otherside^Sealed Hold (SET-075)^Εχθρικός^16^27^Hand crossbow (Sneak Attack)^+5^1d6+3 + 2d6 διατρητικό^-^-^hand crossbow με πτυσσόμενο κοντάκι; κερί που καίει χωρίς να κοντεύει; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Στέκεται σε μια πόρτα απ' την οποία έχετε ήδη περάσει δύο φορές χωρίς να αυτόν δείτε.^Ψεύδισμα που έχει πάψει να κρύβει και δεν δέχεται πειράγματα γι' αυτό.
SL-00270^Vrell Ashgrave^Γυναίκα^Orc^Monk^Warrior of Shadow^18^12^Φύλακας του πάγου^Drifters^The Otherside^Third Reach (SET-080)^Ουδέτερη^15^176^Unarmed Strike (Flurry)^+11^4 επιθέσεις, 1d8+5 θλαστικό^-^-^επίδεσμοι σημαδεμένοι με στάχτη; στάχτη σε φιαλίδιο με πώμα; debt-token από τους Lifeweavers^Αρνείται μια μάχη που σαφώς θα κέρδιζε, με ορατή λύπη.^Δεν μπορεί να ψιθυρίσει· ο ψίθυρός της ακούγεται πιο μακριά από την κανονική της φωνή.
SL-00273^Calder Drayton^Άνδρας^Tiefling^Cleric^Light Domain^6^4^Πιλότος πάγου^Independent^The Otherside^Bound House (SET-082)^Εχθρικός^19^54^Sacred Flame^+7^1d8+4 τέμνον^Lesser Restoration; Aid; Hold Person; Cure Wounds^-^τελετουργικό δρεπάνι; ύφασμα ποτισμένο με κάτι που δεν στεγνώνει; διαταγές που επέλεξε να μην ακολουθήσει^Ζητάει συγγνώμη, ειλικρινά, πριν κάνει κάτι ασυγχώρητο.^Σβήνει στο τέλος των προτάσεων και σας αφήνει να τις τελειώσετε.
SL-00276^Verna Cain^Γυναίκα^Halfling^Fighter^Psi Warrior^9^5^Αναγνώστης καταιγίδων^The Otherside^The Otherside^Last Reach (SET-084)^Ουδέτερη^18^92^Greatsword^+9^2d6+5 τέμνον^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; κατάλογος χαρών που της οφείλονται; σπασμένη λεπίδα φυλαγμένη για την επιγραφή της^Αρνείται μια μάχη που σαφώς θα κέρδιζε, με ορατή λύπη.^Απευθύνεται σε ομάδες και όχι σε άτομα, ακόμα κι όταν είστε ένας.
SL-00282^Ashe Stoneglass^Γυναίκα^Tiefling^Bard^-^1^1/8^Νερουλάς^Independent^The Otherside^Sealed Hold (SET-075)^Εχθρική^13^6^Rapier^+5^1d8+3 διατρητικό^Bane; Faerie Fire; Charm Person; Dissonant Whispers^-^δέρμα τυμπάνου από θηρίο που έχει πια εξαφανιστεί; στάχτη σε φιαλίδιο με πώμα; απλήρωτος λογαριασμός από τρεις πόλεις^Ήδη καθισμένη στο τραπέζι σας όταν γυρίζετε, με ένα δεύτερο ποτό παραγγελμένο για εσάς.^Μιλάει για τον εαυτό της σε τρίτο πρόσωπο όταν συζητάει τη δουλειά.
SL-00283^Delia Goldhollow^Γυναίκα^Human^Paladin^Oath of Glory^14^8^Πρεσβύτερος του Circle^The Otherside^The Otherside^Bound House (SET-082)^Εχθρική^21^155^Longsword (Divine Smite)^+10^1d8+5 + 2d8 radiant^Hunter's Mark; Aura of Vitality; Find Greater Steed; Zone of Truth^-^φθαρμένο από τον δρόμο oath scroll; καθρέφτης που δείχνει το δωμάτιο ένα δευτερόλεπτο αργότερα; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Προσφέρει φαγητό εντελώς συνηθισμένο και σας κοιτάει να αποφασίζετε.^Δεν μπορεί να ψιθυρίσει· ο ψίθυρός της ακούγεται πιο μακριά από την κανονική της φωνή.
