ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00023^Hana Jessup^Γυναίκα^Human^Sorcerer^Draconic Sorcery^10^6^Επικαλητής καταιγίδας^Wilds Circles^Wyldermoore^Mourn Hollow (SET-043)^Ουδέτερη^12^74^Ray of Frost^+9^2d8 cold^Magic Missile; Twinned Haste; Misty Step; Fireball^-^ουλή που σχηματίζει αστερισμό; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; ένταλμα με τη δική της περιγραφή πάνω^Κουβαλάει ένα άδειο φέρετρο προς τη γραμμή των δέντρων, μόνη.^Αβίαστη και υπερβολικά ευγενικη· διατυπώνει κάθε απειλή ως ερώτηση.
SL-00121^Hob Deepwell^Άνδρας^Halfling^Paladin^-^1^1/8^Συντηρητής shield^Independent^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερος^17^12^Greatsword (Divine Smite)^+5^2d6+3 + 2d8 radiant^Bless; Shield of Faith; Divine Favor; Cure Wounds^-^γάντι που ανήκε σε κάποιον άλλο; σκισμένη σελίδα από κατάστιχο τάφων; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Θάβει ένα νεκρό ζώο με περισσότερη τελετουργία απ' όση φαίνεται δικαιολογημένη.^Προφορά που κανείς δεν τοποθετεί, και δίνει διαφορετική καταγωγή κάθε φορά που ρωτιέται.
SL-00123^Vayne Longstride^Άνδρας^Half-Elf^Rogue^Arcane Trickster^18^12^Αρχειοφύλακας του Datasphere^Independent^Wyldermoore^Bell Hollow (SET-041)^Ουδέτερος^18^168^Shortsword (Sneak Attack)^+11^1d6+5 + 9d6 διατρητικό^-^-^σετ έξι πανομοιότυπων κλειδιών, ένα από τα οποία δουλεύει; παιδικό παπούτσι, φυλαγμένο; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Επισκευάζει έναν φράχτη από τη λάθος πλευρά του.^Δεν λέει ποτέ τιμή, μόνο εύρος, και σε αφήνει να ανεβάσεις μόνος τον εαυτό σου.
SL-00128^Tazha Coldmouth^Γυναίκα^Orc^Cleric^-^1^1/8^Αντιγραφέας καταστίχων^Independent^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερη^17^8^Mace^+5^1d6+3 θλαστικό^Shield of Faith; Healing Word; Cure Wounds; Guiding Bolt^-^κομποσκοίνι με τέσσερις χάντρες να λείπουν; πέτρα παρμένη από τάφο και μη επιστραμμένη; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Ρωτάει αν συναντήσατε κανέναν στον δρόμο, και χλομιάζει με την απάντηση.^Μιλάει την παλιά διάλεκτο της κοιλάδας που τρία μόνο χωριά κρατούν ακόμα.
SL-00138^Ferro Fallowfield^Άνδρας^Gnome^Druid^Circle of the Land^7^4^Κοσκινιστής στάχτης^Wyldermoore Village^Wyldermoore^Grave Green (SET-044)^Ουδέτερος^15^60^Quarterstaff^+7^1d8+4 θλαστικό^Pass Without Trace; Spike Growth; Thunderwave; Goodberry^-^κέρατο ελαφιού σκαλισμένο με σεληνιακό ημερολόγιο; παιδικό παπούτσι, φυλαγμένο; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Κουβαλάει ένα άδειο φέρετρο προς τη γραμμή των δέντρων, μόνος.^Σταματάει να μιλάει εντελώς όταν μπαίνει κάποιος άλλος και ξεκινάει πάλι όταν φύγει.
SL-00141^Mazha Cobble^Γυναίκα^Half-Orc^Paladin^Oath of Vengeance^6^3^Επιθεωρητής wards^Wilds Circles^Wyldermoore^Grave Green (SET-044)^Ουδέτερη^20^64^Warhammer (Divine Smite)^+7^1d8+4 + 2d8 radiant^Bless; Hunter's Mark; Divine Favor; Cure Wounds^-^γάντι που ανήκε σε κάποιον άλλο; πέτρα παρμένη από τάφο και μη επιστραμμένη; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Ρωτάει αν συναντήσατε κανέναν στον δρόμο, και χλομιάζει με την απάντηση.^Μιλάει στο έδαφος αντί για τα πρόσωπα, και σηκώνει βλέμμα μόνο όταν απειληθεί.
SL-00144^Dorien Drayton^Άνδρας^Half-Elf^Wizard^School of Evocation^4^1^Ο παράξενος του χωριού^Independent^Wyldermoore^Wither Barrow (SET-047)^Φιλικός^11^31^Arcane Ray^+5^1d8 force^Magic Missile; Grease; Sleep; Detect Magic^-^focus από λιωμένο γυαλί της Otherside; λίστα σπιτιών που πρέπει να ελεγχθούν πριν σκοτεινιάσει; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Κουβαλάει νερό από ένα πηγάδι που το χωριό έπαψε να χρησιμοποιεί.^Μιλάει στο έδαφος αντί για τα πρόσωπα, και σηκώνει βλέμμα μόνο όταν απειληθεί.
SL-00165^Lys Marsh^Γυναίκα^Human^Ranger^-^2^1/4^Καθαριστής τείχους^Wyldermoore Village^Wyldermoore^Still Hollow (SET-039)^Ουδέτερη^16^20^Shortsword pair^+5^1d6+3 διατρητικό^Ensnaring Strike; Fog Cloud; Goodberry; Hunter's Mark^-^μπότες με σόλα που δεν αφήνει ίχνος; κερί φυλαγμένο για την Leafwilt 28; σύμβολο ενός Circle που δεν συνεδριάζει πια^Κάθεται με κάποιον που πεθαίνει και δεν μιλάει.^Περιγράφει ανθρώπους από το βάδισμα και τη μυρωδιά τους πριν από το πρόσωπο.
SL-00170^Dhol Ashenford^Άνδρας^Orc^Fighter^Eldritch Knight^4^1^Διαλογέας μεταλλεύματος^Wilds Circles^Wyldermoore^Still Hollow (SET-039)^Ουδέτερος^19^44^Lance (mounted)^+5^1d12+3 διατρητικό^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; σκισμένη σελίδα από κατάστιχο τάφων; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Αρνείται να περάσει μια γραμμή από αλάτι, και την παρακάμπτει.^Συγχρονίζει τις προτάσεις του με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-00217^Nine Ironmark^Άνδρας^Awakened Construct^Cleric^Light Domain^11^7^Επιμελητής καραβανιού^Wilds Circles^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερος^18^108^Mace^+9^1d6+5 θλαστικό^Beacon of Hope; Cure Wounds; Lesser Restoration; Aid^-^λίστα ονομάτων που διαβάζεται φωναχτά κάθε αυγή; σκισμένη σελίδα από κατάστιχο τάφων; πειθαρχική αναφορά, ανοιχτή ακόμα^Σας δίνει ένα σχέδιο πριν καν συστηθείτε· είναι σχέδιο εσάς, από πίσω.^Έχει τη συνήθεια να επαναλαμβάνει το όνομά σου μέσα στην κουβέντα, χωρίς λόγο.
SL-00221^Jillian Renn^Γυναίκα^Halfling^Wizard^School of Evocation^7^4^Ανασύρτης ναυαγίων^Wilds Circles^Wyldermoore^Mourn Village (SET-048)^Φιλική^13^55^Fire Bolt^+7^210 fire^Scorching Ray; Grease; Detect Magic; Invisibility^-^μηχανισμός με τα τρία φεγγάρια; ένα όνομα που δεν θα το πει φωναχτά; γράμμα που δεν στάλθηκε ποτέ^Παρακολουθεί ένα σπίτι που δεν έχει κατοικηθεί εδώ και χρόνια.^Συγχρονίζει τις προτάσεις της με την αναπνοή και ξεμένει από αέρα στη μέση της σκέψης.
SL-00247^Edric Quill^Άνδρας^Human^Wizard^-^2^1/4^Επισκευαστής φραχτών^Wyldermoore Village^Wyldermoore^Bell Hollow (SET-041)^Εχθρικός^13^14^Fire Bolt^+5^110 fire^Sleep; Shield; Detect Magic; Grease^-^spellbook με δικές του σημειώσεις; ένα όνομα που δεν θα το πει φωναχτά; γράμμα που δεν στάλθηκε ποτέ^Θάβει ένα νεκρό ζώο με περισσότερη τελετουργία απ' όση φαίνεται δικαιολογημένη.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
SL-00249^Jelenneth Garrick^Γυναίκα^Elf^Ranger^Beast Master^6^3^Ιχνηλάτης θηρίων^Wilds Circles^Wyldermoore^Bell Hollow (SET-041)^Εχθρική^16^59^Shortsword pair^+7^1d6+4 διατρητικό^Silence; Cure Wounds; Summon Beast; Spike Growth^-^nightglass δοκιμασμένο με δεμένα μάτια; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Αφήνει ένα κερί στο περβάζι και αρνείται να εξηγήσει για ποια νύχτα είναι.^Η προφορά της βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-00257^Aselle Ingram^Γυναίκα^Half-Elf^Wizard^School of Divination^5^3^Λοχίας περιμέτρου^Wilds Circles^Wyldermoore^Bell Hollow (SET-041)^Ουδέτερη^12^40^Ray of Frost^+7^2d8 cold^Detect Magic; Shield; Misty Step; Invisibility^-^θήκη με 5 scrolls; παιδικό παπούτσι, φυλαγμένο; μισή σκισμένη χάρτα· το άλλο μισό λείπει^Κουβαλάει νερό από ένα πηγάδι που το χωριό έπαψε να χρησιμοποιεί.^Κάνει τρεις ερωτήσεις πριν απαντήσει σε μία.
SL-00262^Renk Southgate^Άνδρας^Half-Orc^Paladin^Oath of Vengeance^4^1^Σταβλίτης^Wyldermoore Village^Wyldermoore^Grave Green (SET-044)^Ουδέτερος^18^41^Warhammer (Divine Smite)^+5^1d8+3 + 2d8 radiant^Cure Wounds; Compelled Duel; Shield of Faith; Bless^-^κατάλογος όσων έσωσε, πιο μικρός από τον άλλο κατάλογο; δεμάτι αποξηραμένα βότανα δεμένα με κόκκινη κλωστή; συντεταγμένες προς ένα άγνωστο από τα 108 Wonders^Κουβαλάει ένα άδειο φέρετρο προς τη γραμμή των δέντρων, μόνος.^Διακόπτει για να διορθώσει τακτικές λεπτομέρειες σε ιστορίες άλλων.
SL-00271^Ossa Frostwell^Γυναίκα^Human^Rogue^Thief^3^1/2^Μαθητευόμενος σιδεράς^Wyldermoore Village^Wyldermoore^Willow Hollow (SET-038)^Φιλική^15^24^Shortsword (Sneak Attack)^+5^1d6+3 + 2d6 διατρητικό^-^-^φιαλίδιο δηλητηρίου επαφής από nanites; σκισμένη σελίδα από κατάστιχο τάφων; κλειδί χωρίς κλειδαριά^Περιμένει να περάσει η βροχή σε ένα κατώφλι αντί να δεχτεί καταφύγιο.^Φωνή κατεστραμμένη από έκθεση σε nanites· κουβαλάει πλακέτα για τις μεγάλες εξηγήσεις.
SL-00284^Ivor Kettering^Άνδρας^Half-Elf^Cleric^Trickery Domain^19^14^Φύλακας του αρχείου^Independent^Wyldermoore^Bell Hollow (SET-041)^Ουδέτερος^18^183^Warhammer^+11^1d8+5 θλαστικό^Heal; Silence; Hold Person; Dispel Magic^-^warhammer με σφραγίδα Bastion; λίστα σπιτιών που πρέπει να ελεγχθούν πριν σκοτεινιάσει; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Κουβαλάει ένα άδειο φέρετρο προς τη γραμμή των δέντρων, μόνος.^Ζητάει συγγνώμη πριν από κάθε πρόταση, ακόμα και πριν από τα καλά νέα.
SL-00291^Sesh Nightingale^Γυναίκα^Dragonborn^Warlock^The Archfey^7^4^Μάγειρας μονοπατιού^Wilds Circles^Wyldermoore^Willow Hollow (SET-038)^Ουδέτερη^16^74^Eldritch Blast^+7^2 δέσμες, 1d10+4 force η καθεμία^Hex; Darkness; Misty Step; Arms of Hadar^-^καθρέφτης που πρέπει να μένει σκεπασμένος; ένα όνομα που δεν θα το πει φωναχτά; λίστα routes που δεν υπάρχουν πια^Κουβαλάει ένα άδειο φέρετρο προς τη γραμμή των δέντρων, μόνη.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-00292^Kildrak Southgate^Άνδρας^Dwarf^Barbarian^Path of the Berserker^13^8^Αναγνώστης των τριών φεγγαριών^Wilds Circles^Wyldermoore^Mourn Village (SET-048)^Ουδέτερος^16^155^Maul^+10^2d6+5 θλαστικό^-^-^δίχειρο maul με ξαναδεμένη λαβή; λίστα σπιτιών που πρέπει να ελεγχθούν πριν σκοτεινιάσει; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Αφήνει ένα κερί στο περβάζι και αρνείται να εξηγήσει για ποια νύχτα είναι.^Τικ να αγγίζει τον λαιμό του πριν μιλήσει, από τραύμα που έχει κλείσει προ πολλού.
SL-00297^Dov Eversholt^Άνδρας^Human^Druid^-^2^1/4^Σχοινάς^Wyldermoore Village^Wyldermoore^Still Hollow (SET-039)^Ουδέτερος^14^16^Quarterstaff^+5^1d8+3 θλαστικό^Goodberry; Thunderwave; Entangle; Faerie Fire^-^μενταγιόν Prism Arc; παιδικό παπούτσι, φυλαγμένο; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Αρνείται να περάσει μια γραμμή από αλάτι, και την παρακάμπτει.^Ξεκινάει κάθε ιστορία από τη μέση.
SL-00299^Thrain Karrow^Άνδρας^Dwarf^Cleric^Grave Domain^5^3^Μεταφορέας μεταλλεύματος^Drifters^Wyldermoore^Wither Barrow (SET-047)^Ουδέτερος^19^47^Ritual sickle^+7^1d6+4 τέμνον^Lesser Restoration; Hold Person; Shield of Faith; Cure Wounds^-^warhammer με σφραγίδα Bastion; πέτρα παρμένη από τάφο και μη επιστραμμένη; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Ρωτάει αν συναντήσατε κανέναν στον δρόμο, και χλομιάζει με την απάντηση.^Βραχνιάζει μέσα σε μια ώρα κουβέντας και μοιράζει τις προτάσεις του ανάλογα.
SL-00311^Sharka Dane^Γυναίκα^Half-Orc^Rogue^Thief^9^5^Επιστάτης ορυχείου^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Εχθρική^17^75^Dagger (Sneak Attack)^+9^1d4+5 + 5d6 διατρητικό^-^-^σχοινί με κόμπους κάθε μπράτσο; κερί φυλαγμένο για την Leafwilt 28; τίτλος ιδιοκτησίας για κτίριο που έχει κατεδαφιστεί^Παρακολουθεί ένα σπίτι που δεν έχει κατοικηθεί εδώ και χρόνια.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
SL-00318^Jelenneth Coldharbour^Γυναίκα^Elf^Fighter^Eldritch Knight^11^6^Μάρτυρας συμβολαίων^Wilds Circles^Wyldermoore^Willow Hollow (SET-038)^Εχθρική^21^130^Lance (mounted)^+9^1d12+5 διατρητικό^-^-^βραχιόλι που σταματάει λεπίδα και το δείχνει; ένα όνομα που δεν θα το πει φωναχτά; απλήρωτος λογαριασμός από τρεις πόλεις^Ρωτάει αν συναντήσατε κανέναν στον δρόμο, και χλομιάζει με την απάντηση.^Απαντάει επαναλαμβάνοντας την ερώτηση, για να κερδίσει χρόνο.
SL-00321^Bell^Γυναίκα^Awakened Construct^Fighter^Champion^5^2^Επιστάτης ανάσυρσης^Independent^Wyldermoore^Mourn Village (SET-048)^Φιλική^20^58^Halberd^+7^1d10+4 τέμνον^-^-^Thundermount crystalline longsword (+1); κερί φυλαγμένο για την Leafwilt 28; κατάστιχο με κωδικοποιημένα όλα τα χρέη της κάτω πόλης^Γυρίζει από τον βάλτο χωρίς τίποτα και τον συγχαίρουν γι' αυτό.^Μιλάει στο έδαφος αντί για τα πρόσωπα, και σηκώνει βλέμμα μόνο όταν απειληθεί.
SL-00349^Hakka Mossgrave^Γυναίκα^Goliath^Ranger^Gloom Stalker^12^7^Ανώτερος εκτελεστής^Wilds Circles^Wyldermoore^Still Hollow (SET-039)^Φιλική^16^114^Hand crossbow^+9^1d6+5 διατρητικό^Fog Cloud; Spike Growth; Conjure Barrage; Wind Wall^-^παγίδες και σφυρίχτρα από κόκαλο; κούκλα ραμμένη από τρία διαφορετικά υφάσματα; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Παρακολουθεί ένα σπίτι που δεν έχει κατοικηθεί εδώ και χρόνια.^Απαγγέλλει τιμές, βάρη και αποστάσεις με απόλυτη ακρίβεια και ξεχνάει ονόματα ακαριαία.
SL-00350^Nyx Sable^Γυναίκα^Tiefling^Barbarian^Path of the Wild Heart^6^3^Λοχίας τείχους^Wyldermoore Village^Wyldermoore^Grave Green (SET-044)^Εχθρική^16^75^Greatsword^+7^2d6+4 τέμνον^-^-^δίχειρο maul με ξαναδεμένη λαβή; κερί φυλαγμένο για την Leafwilt 28; σύμβολο ενός Circle που δεν συνεδριάζει πια^Αφήνει ένα κερί στο περβάζι και αρνείται να εξηγήσει για ποια νύχτα είναι.^Μιλάει ελάχιστα· όταν το κάνει, η φωνή είναι πιο νεανική απ' ό,τι περιμένατε και ενοχλείται που το προσέξατε.
SL-00372^Thrain Hearthstone^Άνδρας^Dwarf^Druid^Circle of the Sea^9^6^Τοπογράφος shaft^Wyldermoore Village^Wyldermoore^Wither Barrow (SET-047)^Φιλικός^16^75^Scimitar^+9^1d6+5 τέμνον^Goodberry; Barkskin; Plant Growth; Heat Metal^-^χάρτης άστρων σε κατεργασμένο δέρμα; κούκλα ραμμένη από τρία διαφορετικά υφάσματα; κλειδί τυλιγμένο σε ύφασμα, ποτέ χρησιμοποιημένο^Περιμένει στην οριακή πέτρα του χωριού πριν φτάσετε, χωρίς να το έχει πει κανείς.^Χρησιμοποιεί τον τύπο ευγενείας με όλους, ακόμα και με παιδιά και ζώα.
